X,Y,OBJECTID,DIRECCION_INCIDENTE,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.0733559999999,4.66171380015309,7839,Av Calle 68 con Carrera 28A,Autolesionado,Ciclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6617138,-74.073356
-74.0645995,4.72756530015524,7840,Carrera 58 con Calle 137B,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7275653,-74.0645995
-74.1615088,4.64438410015253,7841,"Av Guayacanes con Calle 8A, sentido s→n",Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6443841,-74.1615088
-74.091328,4.62325730015185,7842,Calle 19B con Carrera 35,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6232573,-74.091328
-74.1222446,4.56866530015006,7843,Diagonal 46 sur con Transversal 13H,"Caída de objetos en vía (árbol, cables, otros)",Cables (1),Sin lesionados,2025/05/19 00:00:00+00,4.5686653,-74.1222446
-74.0910706,4.57847550015038,7844,Carrera 9 con Calle 101,Choque simple,Motocicleta (3),Sin lesionados,2025/05/19 00:00:00+00,4.5784755,-74.0910706
-74.1358238999999,4.68312750015382,7845,Av La Esperanza con Carrera 103,Choque con lesionado,Automóvil particular (2) - Motocicleta (2) - Acompañante lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6831275,-74.1358239
-74.1039359,4.7435995001558,7846,Calle 139 con Carrera 112B,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7435995,-74.1039359
-74.1355803,4.57479630015029,7847,Carrera 24 con Calle 52B sur,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/19 00:00:00+00,4.5747963,-74.1355803
-74.1270509,4.58320450015053,7848,Calle 44 sur con Carrera 27,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5832045,-74.1270509
-74.0641381,4.64593860015258,7849,Carrera 13 con Calle 59,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/19 00:00:00+00,4.6459386,-74.0641381
-74.1298477,4.57380040015025,7850,"Calle 48B sur con Carrera 22B, sentido occ→or",Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5738004,-74.1298477
-74.1146512999999,4.55524050014962,7851,Transversal 5P con Calle 48X sur,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5552405,-74.1146513
-74.0903876,4.63433500015219,7852,"NQS con Av El Dorado (Calle 26), sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/19 00:00:00+00,4.634335,-74.0903876
-74.1151502,4.62792800015202,7853,"Av Américas con Carrera 59, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.627928,-74.1151502
-74.0764485,4.64218880015247,7854,Calle 53 con Carrera 27A,Choque con objeto fijo,Taxi (1) - Andén (1),Sin lesionados,2025/05/19 00:00:00+00,4.6421888,-74.0764485
-74.1598895,4.64853630015268,7855,Carrera 90 con Calle 6A,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6485363,-74.1598895
-74.0719735,4.68476680015385,7856,Carrera 65A con Calle 94,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/19 00:00:00+00,4.6847668,-74.0719735
-74.1266768,4.70576550015454,7857,Carrera 109 con Calle 70,Choque con lesionado,Automóvil particular (1) - Motocicleta (1) - Acompañante lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7057655,-74.1266768
-74.1378604,4.54336420014925,7858,Calle 74A sur con Carrera 17A,Atropello,Taxi (1) - Peatón lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5433642,-74.1378604
-74.1480279,4.62186890015181,7859,Calle 35B sur con Carrera 74,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6218689,-74.1480279
-74.124673,4.72609050015521,7860,"Av Calle 80 con Carrera 119, sentido occ→or",Atropello,Taxi (1) - Bicicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7260905,-74.124673
-74.0828979999999,4.60594520015131,7861,"Av Centenario (Calle 13) con Carrera 69, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6059452,-74.082898
-74.0351767,4.7356043001555,7862,Diagonal 32B sur con Carrera 13B,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7356043,-74.0351767
-74.1335129999999,4.59685380015103,7863,Calle 42 sur con Carrera 52,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5968538,-74.133513
-74.1205427,4.63860160015239,7864,"Av Centenario (Calle 13) con Carrera 68B, sentido occ→or",Choque simple,Bus / buseta (1) - Automóvil particular (1),Sin lesionados,2025/05/19 00:00:00+00,4.6386016,-74.1205427
-74.1022655,4.6732776001535,7865,"Carrera 3B con Calle 63, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6732776,-74.1022655
-74.1014824,4.62294980015188,7866,"NQS con Calle 13, sentido n→s",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/19 00:00:00+00,4.6229498,-74.1014824
-74.0327816,4.71018520015471,7867,Carrera 9 con Calle 131A,Fallecido hospitalario,,Fallecido hospitalario,2025/05/19 00:00:00+00,4.7101852,-74.0327816
-74.1880662999999,4.62145650015177,7868,Transversal 86B con Calle 59B sur,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6214565,-74.1880663
-74.1397102,4.61869520015172,7869,Av Primero de Mayo con Av Boyacá,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/19 00:00:00+00,4.6186952,-74.1397102
-74.2035269,4.61242460015151,7870,Calle 77 sur con Carrera 81,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/19 00:00:00+00,4.6124246,-74.2035269
-74.1091443999999,4.64624650015264,7871,Av Carrera 68 con Av Américas,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6462465,-74.1091444
-74.1497256,4.55885290014975,7872,Carrera 19A con Calle 68C sur,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5588529,-74.1497256
-74.0793295999999,4.63483190015224,7873,"Calle 45 con NQS, sentido or→occ",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/19 00:00:00+00,4.6348319,-74.0793296
-74.1089722999999,4.65280980015283,7874,"Av La Esperanza con Carrera 68B, sentido or→occ",Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6528098,-74.1089723
-74.1378,4.63044000015207,7875,"Av Américas con Av Boyacá, sentido or→occ",Choque simple,,Sin lesionados,2025/05/19 00:00:00+00,4.63044,-74.1378
-74.0864822999999,4.58685870015068,7876,Calle 2 sur con Av Carrera 10,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5868587,-74.0864823
-74.079427,4.60577030015132,7877,Carrera 15 con Calle 15,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6057703,-74.079427
-74.1131181,4.49520990014767,7878,"Av Caracas con Calle 101 sur, sentido n→s",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/05/19 00:00:00+00,4.4952099,-74.1131181
-74.0364112,4.71929830015499,7879,Calle 140 con Carrera 91,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/19 00:00:00+00,4.7192983,-74.0364112
-74.0906517,4.56407730014995,7880,Diagonal 28 bis sur con Carrera 1 este,Choque simple,Motocicleta (2),Sin lesionados,2025/05/19 00:00:00+00,4.5640773,-74.0906517
-74.0945174999999,4.71009170015466,7881,Av Ciudad de Cali con Calle 90,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7100917,-74.0945175
-74.1088543,4.54952010014947,7882,Calle 48R sur con Carrera 5,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5495201,-74.1088543
-74.1440065,4.55318540014961,7883,Carrera 18L con Calle 65D sur,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/19 00:00:00+00,4.5531854,-74.1440065
-74.1459526,4.67290920015347,7884,Calle 17 con Carrera 100,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/19 00:00:00+00,4.6729092,-74.1459526
-74.0610328,4.64566890015258,7885,Av Carrera 7 con Calle 60A,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6456689,-74.0610328
-74.1203288,4.63435920015224,7886,"Av Carrera 68 con Calle 11, sentido n→s",Choque simple,Camión (1) - Taxi (1),Sin lesionados,2025/05/19 00:00:00+00,4.6343592,-74.1203288
-74.0899602,4.60657820015133,7887,Carrera 23 con Calle 10,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6065782,-74.0899602
-74.1526645,4.62469520015194,7888,Calle 36 sur con Carrera 78K,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6246952,-74.1526645
-74.1813248,4.62200210015181,7889,Av Ciudad de Cali con Calle 55 sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6220021,-74.1813248
-74.0315323999999,4.75838680015624,7890,Calle 181C con Carrera 9,Atropello,Motocicleta (1) - Animal de compañía (1),Con lesionados,2025/05/19 00:00:00+00,4.7583868,-74.0315324
-74.0556524,4.64419130015254,7891,Calle 62 con Carrera 1F,Fenómeno de remoción en masa,"Arena, grava, otros (1)",Sin lesionados,2025/05/19 00:00:00+00,4.6441913,-74.0556524
-74.0884083,4.7287475001553,7892,Carrera 91 con Calle 131,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7287475,-74.0884083
-74.0869519999999,4.72404940015516,7893,Carrera 88A bis con Calle 129,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7240494,-74.086952
-74.0955225,4.60242800015117,7894,Calle 5A con Carrera 26,Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/05/19 00:00:00+00,4.602428,-74.0955225
-74.1396162999999,4.67432670015353,7895,Carrera 97 con Calle 21,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/19 00:00:00+00,4.6743267,-74.1396163
-74.1863226,4.62331310015189,7896,Calle 57C sur con Carrera 87B,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6233131,-74.1863226
-74.1358238999999,4.68312750015382,7897,Av La Esperanza con Calle 103,"Sustancia química en vía (aceite, ACPM, otros)",Aceite (1),Sin lesionados,2025/05/19 00:00:00+00,4.6831275,-74.1358239
-74.0855390999999,4.66611510015327,7898,Carrera 60 con Calle 64,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/19 00:00:00+00,4.6661151,-74.0855391
-74.0465293999999,4.6772516001536,7899,Carrera 19 con Calle 94,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6772516,-74.0465294
-74.1618746,4.60232070015119,7900,Av Ciudad de Villavicencio con Autopista Sur,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6023207,-74.1618746
-74.0245677,4.72741620015525,7901,"Av Carrera 7 con Calle 153, sentido n→s",Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7274162,-74.0245677
-74.0552908,4.65848400015301,7902,Carrera 9 con Calle 75,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.658484,-74.0552908
-74.1660952,4.62103500015181,7903,Av Agoberto Mejía con Av Ciudad de Villavicencio,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.621035,-74.1660952
-74.1393945,4.54032060014914,7904,Carrera 17F con Calle 77A sur,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5403206,-74.1393945
-74.1490229999999,4.56006690014979,7905,Calle 1 con Carrera 19D,Atropello,Ambulancia (1) - Animal de compañía (1),Con lesionados,2025/05/19 00:00:00+00,4.5600669,-74.149023
-74.1408175999999,4.57725390015039,7906,Calle 56A sur con Carrera 27,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5772539,-74.1408176
-74.1312753999999,4.70828850015462,7907,Calle 69C con Carrera 112,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7082885,-74.1312754
-74.0636517999999,4.6730152001535,7908,"Av Circunvalar con Calle 85, sentido n→s",Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/19 00:00:00+00,4.6730152,-74.0636518
-74.1393019,4.67481240015356,7909,"Calle 22 con Carrera 97, sentido occ→or",Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/19 00:00:00+00,4.6748124,-74.1393019
-74.1575739,4.59059630015083,7910,Carrera 67 con Calle 62A sur,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5905963,-74.1575739
-74.0792823,4.63918680015239,7911,"NQS con Av Calle 19, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6391868,-74.0792823
-74.0695438,4.62782210015202,7912,"Av Américas con Transversal 39A bis, sentido occ→or",Inundación / espejo de agua,Espejo de agua (1),Sin lesionados,2025/05/19 00:00:00+00,4.6278221,-74.0695438
-74.1472216,4.64886740015268,7913,"Av Ciudad de Cali con Calle 10, sentido s→n",Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6488674,-74.1472216
-74.1446771,4.59538640015096,7914,Autopista Sur con Av Boyacá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5953864,-74.1446771
-74.0716391999999,4.61084700015144,7915,Av Carrera 10 con Calle 24,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.610847,-74.0716392
-74.1435774,4.65243460015281,7916,"Carrera 85 con Calle 11B, sentido s→n",Choque con lesionado,Taxi (1) - Motociclista lesionado (1),,2025/05/19 00:00:00+00,4.6524346,-74.1435774
-74.0792823,4.63918680015239,7917,"NQS con Calle 19, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (1),,2025/05/19 00:00:00+00,4.6391868,-74.0792823
-74.1303440999999,4.66225580015311,7918,"Calle 20 con Carrera 82, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6622558,-74.1303441
-74.0442351999999,4.67171090015344,7919,"Carrera 7A con Calle 92, sentido n→s",Choque con lesionado,Bus SITP (1) - Automóvil particular (1),Con lesionados,2025/05/19 00:00:00+00,4.6717109,-74.0442352
-74.0889425999999,4.62525030015194,7920,"Av Américas con Carrera 32C, sentido occ→or","Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/05/19 00:00:00+00,4.6252503,-74.0889426
-74.0711100999999,4.62137330015183,7921,"Carrera 15 bis con Av Calle 19, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/19 00:00:00+00,4.6213733,-74.0711101
-74.0599026,4.67720440015362,7922,"Carrera 21 con Calle 89A, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6772044,-74.0599026
-74.1838908,4.61993380015178,7923,"Calle 57B sur con Carrera 84G, sentido or→occ",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/19 00:00:00+00,4.6199338,-74.1838908
-74.200545,4.63446560015224,7924,"Carrera 98B con Calle 69 sur, sentido n→s",Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6344656,-74.200545
-74.0455444999999,4.75915640015629,7925,"Autopista Norte con Calle 182, sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/19 00:00:00+00,4.7591564,-74.0455445
-74.1078112,4.70632450015456,7926,Av Calle 80 con Carrera 94,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (2),Con lesionados,2025/05/19 00:00:00+00,4.7063245,-74.1078112
-74.0945833,4.5756254001503,7927,"Av Carrera 10 con Av Primero de Mayo, sentido n→s",Volcamiento con lesionado,Automóvil particular (1) - Acompañante lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5756254,-74.0945833
-74.0814447,4.62309320015183,7928,"Carrera 29 con Calle 24, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.6230932,-74.0814447
-74.0682925999999,4.62858250015204,7929,"Av Caracas con Calle 40 sur, sentido n→s",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/19 00:00:00+00,4.6285825,-74.0682926
-74.0955463,4.59743150015099,7930,"Carrera 24 con Calle 2, sentido s→n",Atropello,Automóvil particular (1) - Conductor lesionado (1) - Peatón lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.5974315,-74.0955463
-74.0455444999999,4.75915640015629,7931,"Carrera 6 con Calle 182, sentido s→n",Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7591564,-74.0455445
-74.1062643,4.67298830015348,7932,Carrera 72A bis con Calle 10B,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/05/19 00:00:00+00,4.6729883,-74.1062643
-74.0720919999999,4.71098860015473,7933,Autopista Sur con Av Carrera 68,Volcamiento con lesionado,Taxi (1) - Conductor lesionado (1),Con lesionados,2025/05/19 00:00:00+00,4.7109886,-74.072092
-74.1770296999999,4.62063290015176,7934,"Carrera 89B con Calle 53B sur, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6206329,-74.1770297
-74.0681481999999,4.66155820015312,7935,"Av Carrera 24 con Av Chile (Calle 72), sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6615582,-74.0681482
-74.1073709999999,4.66525220015324,7936,"Av Rojas con Calle 49, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6652522,-74.107371
-74.0793862,4.63376070015219,7937,"NQS con Calle 43, sentido n→s",Volcamiento con lesionado,Automóvil particular (1) - Acompañante lesionado (2),Con lesionados,2025/05/20 00:00:00+00,4.6337607,-74.0793862
-74.1926402,4.62954280015204,7938,"Calle 59C sur con Av Guayacanes, sentido or→occ",Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6295428,-74.1926402
-74.0685614,4.72967160015535,7939,"Calle 138 con Av Boyacá, sentido occ→or",Choque con objeto fijo,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.7296716,-74.0685614
-74.0508791999999,4.69354150015414,7940,"Carrera 19 con Calle 106A, sentido n→s","Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/05/20 00:00:00+00,4.6935415,-74.0508792
-74.1129622,4.55513440014964,7941,"Transversal 5J con Calle 48A sur, sentido s→n",Choque con lesionado,Taxi (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5551344,-74.1129622
-74.1571686,4.62373600015189,7942,Carrera 79 con Calle 39A sur,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.623736,-74.1571686
-74.1351657,4.66027400015309,7943,"Av Ciudad de Cali con Av Centenario (Calle 13), sentido n→s",Atropello,Automóvil particular (1) - Motociclista lesionado (21),Con lesionados,2025/05/20 00:00:00+00,4.660274,-74.1351657
-74.0943473999999,4.68844820015397,7944,"Av Boyacá con Calle 73 sur, sentido s→n",Volcamiento,Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6884482,-74.0943474
-74.1832049,4.60671920015132,7945,"Calle 63 sur con Carrera 79C, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6067192,-74.1832049
-74.0450336,4.75859440015627,7946,"Autopista Norte con Calle 127, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7585944,-74.0450336
-74.1116981,4.67833570015365,7947,"Calle 53 con Carrera 78, sentido or→occ",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.6783357,-74.1116981
-74.1129622,4.55513440014964,7948,Transversal 5J con Calle 48A sur,Fallecido hospitalario,Taxi (1) - Acompañante lesionado (1) - Motociclista fallecido (1),Fallecido hospitalario,2025/05/20 00:00:00+00,4.5551344,-74.1129622
-74.0799914,4.54720490014939,7949,Calle 41 sur con Carrera 17 este,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/05/20 00:00:00+00,4.5472049,-74.0799914
-74.157524,4.62345910015187,7950,"Carrera 79 con Calle 40 sur, sentido s→n",Choque simple,Automóvil particular (1) - Ambulancia (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6234591,-74.157524
-74.1622535,4.61102220015145,7951,Calle 45 sur con Carrera 77Z,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.6110222,-74.1622535
-74.0962254,4.74674170015586,7952,Av Ciudad de Cali con Av Suba,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.7467417,-74.0962254
-74.1492545999999,4.68670510015392,7953,"Carrera 115 con Calle 22F, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.6867051,-74.1492546
-74.0576690999999,4.65703320015298,7954,"Av Chile (Calle 72) con Av Ciudad de Cali, sentido or→occ",Choque simple,Volqueta (1) - Motocicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6570332,-74.0576691
-74.1419342,4.67375880015349,7955,Calle 20 con Carrera 98,Fallecido hospitalario,Tractocamión (1) - Peatón fallecido (1),Fallecido hospitalario,2025/05/20 00:00:00+00,4.6737588,-74.1419342
-74.0720919999999,4.71098860015473,7956,"Diagonal 38 sur con Carrera 83, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7109886,-74.072092
-74.073793,4.60686560015133,7957,Av Calle 19 con Av Carrera 10,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.6068656,-74.073793
-74.1004679,4.58224480015055,7958,Av Calle 19 con Av Caracas,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.5822448,-74.1004679
-74.0962254,4.74674170015586,7959,Av Suba con Av Ciudad de Cali,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/20 00:00:00+00,4.7467417,-74.0962254
-74.0822064,4.66529690015322,7960,"Calle 66 con Carrera 57, sentido occ→or",Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.6652969,-74.0822064
-74.1319192999999,4.66399520015318,7961,"Av Ciudad de Cali con Calle 20, sentido s→n",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6639952,-74.1319193
-74.0450336,4.75859440015627,7962,"Autopista Norte con Calle 127, sentido n→s",Choque simple,Automóvil particular (1) - Motocarro / Mototriciclo (1),Sin lesionados,2025/05/20 00:00:00+00,4.7585944,-74.0450336
-74.0581863,4.66707380015326,7963,"Av Calle 80 con Carrera 16A, sentido n→s",Choque con lesionado,Motociclista lesionado (1) - Carreta (1),Con lesionados,2025/05/20 00:00:00+00,4.6670738,-74.0581863
-74.1431838999999,4.57943730015044,7964,"Carrera 51 con Calle 58 sur, sentido s→n",Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.5794373,-74.1431839
-74.1139090999999,4.63799710015236,7965,"Carrera 65B con Calle 17, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6379971,-74.1139091
-74.0800199999999,4.6297900001521,7966,"Av El Dorado (Calle 26) con Carrera 59, sentido occ→or",Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/05/20 00:00:00+00,4.62979,-74.08002
-74.071948,4.71090040015473,7967,"Av Suba con Calle 127, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7109004,-74.071948
-74.0788166999999,4.60529940015127,7968,Av Caracas con Av Boyacá,Varado,Tractocamión (1),Sin lesionados,2025/05/20 00:00:00+00,4.6052994,-74.0788167
-74.0491008,4.68225030015375,7969,"Carrera 15 con Calle 73D, sentido s→n",Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/05/20 00:00:00+00,4.6822503,-74.0491008
-74.146093,4.70096940015442,7970,Av El Dorado (Calle 26) con Carrera 103,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/20 00:00:00+00,4.7009694,-74.146093
-74.0800199999999,4.6297900001521,7971,"Av El Dorado (Calle 26) con Carrera 59, sentido occ→or",Choque con lesionado,Bus SITP (1) - Taxi (1) - Conductor lesionado (1),,2025/05/20 00:00:00+00,4.62979,-74.08002
-74.0488339,4.70017910015439,7972,Carrera 18C con Calle 50 sur,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.7001791,-74.0488339
-74.1218941,4.69370120015412,7973,"Transversal 82 con Calle 64B, sentido n→s",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/20 00:00:00+00,4.6937012,-74.1218941
-74.0588324,4.66590860015322,7974,"Calle 79 con Carrera 16A, sentido n→s",Choque con lesionado,Motociclista lesionado (1) - Carreta (1),,2025/05/20 00:00:00+00,4.6659086,-74.0588324
-74.1616526999999,4.6912712001541,7975,"Calle 143 con Carrera 127, sentido s→n",Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/05/20 00:00:00+00,4.6912712,-74.1616527
-74.1587790999999,4.64704070015264,7976,Calle 6A con Carrera 89,Atropello,Motocicleta (1) - Peatón (1),Con lesionados,2025/05/20 00:00:00+00,4.6470407,-74.1587791
-74.1008484,4.67071460015341,7977,"Av José Celestino Mutis con Av Rojas, sentido or→occ",Choque simple,,Sin lesionados,2025/05/20 00:00:00+00,4.6707146,-74.1008484
